MQ2,MQ6,MQ7,MQ9,target
8.46,28.47,0.02,1.77,2
2.23,19.02,0.1,5.53,2
7.460641504039937,30.44,0.2516509400249606,1.54,2
4.67,25.65,0.01,1.54,2
13.5,19.02,0.04,2.05,2
8.62,13.21,0.13,5.18,2
19.9,1.23,0.11,2.92,2
7.16,27.99,0.004084036,1.77,2
3.69,29.94,0.03,1.77,2
19.5,1.62,0.0,5.2,2
19.3,1.46,0.0,5.2,2
9.22,27.99,0.01,1.54,2
4.21,19.41,0.02,4.74,2
6.644915454790078,33.56,0.02,1.655277791404031,2
4.323973725876107,30.94671206449974,0.0212329758125977,1.54,2
5.96,36.15,0.06,0.46,2
14.19237472918312,20.34721859202348,0.04,2.05,2
14.6,22.20608533843486,0.04,2.05,2
9.52,18.11707261168466,0.0124454575872459,1.31,2
4.49,31.98,0.02,1.54,2
2.31,33.48,0.01,4.5,2
4.67,33.77,0.01,4.43,2
8.49,29.68,0.02,4.5,2
5.97,24.96,0.04,4.84,2
8.95,28.0,0.1,1.61,2
4.73,34.87,0.01,4.43,2
5.91,21.52,0.0,2.91,2
16.04,6.85,0.03,0.62,2
8.289539961099393,18.9398600821235,0.01,1.31,2
1.92,20.41,0.24,5.18,2
5.18,17.27,0.07,4.96,2
5.65,30.44,0.01,1.77,2
5.38,27.99,0.31,1.54,2
8.65,30.44,0.01,1.77,2
16.95,15.33,0.02,3.88,2
3.92,26.71,0.03,4.43,2
3.4,27.9,0.03,5.53,2
3.01,18.96,0.01,1.54,2
25.74,9.46,0.02,3.88,2
3.69,28.47,0.04,1.77,2
9.13,27.99,0.02,1.77,2
6.08,21.75,0.059190744,1.77,2
26.06,5.45,0.0,4.9,2
5.88,34.47,0.07,2.11,2
13.27,9.11,0.05,0.94,2
4.42,28.36,0.05,1.82,2
21.56,2.11,0.0,5.2,2
9.32,27.51,0.02,1.77,2
4.52,21.49,0.04,5.53,2
8.685406827171809,31.25936131269309,0.02,1.54,2
4.31,28.14,0.01,4.43,2
6.3,16.74,0.03,1.54,2
6.73,15.7,0.07,5.36,2
5.45,18.16,0.01,2.39,2
7.85,28.78,0.03,5.88,2
5.38,21.52,0.0,3.44,2
13.4,11.62,0.03,2.05,2
1.89,17.66,0.02,4.63,2
4.16,18.16,0.0,2.39,2
14.3,11.88,0.03,2.05,2
3.11,19.74,0.01,1.54,2
10.4,4.97,0.15,12.25,2
3.02847232006671,19.35,0.01,1.54,2
7.138958317215899,28.95,0.0889063104403814,1.54,2
8.1,30.95,0.02,1.31,2
3.88,24.87,0.01,4.43,2
4.93028325829623,29.12822185836473,0.0207474416695208,4.747474416695209,2
5.426099560131326,20.26340263921205,0.02,4.31,2
14.6,22.24,0.04,2.05,2
3.16,27.04,0.03,1.54,2
3.03,19.28,0.02,4.31,2
7.32,29.51,0.09,0.69,2
11.69,14.91,0.17,4.84,2
9.52,18.21,0.02,1.77,2
16.0,23.38,0.04,2.05,2
8.74,27.51,0.01,1.31,2
7.08,34.1,0.02,1.77,2
7.83,26.52650869151691,0.0109454632278932,1.54,2
7.49,27.04,0.01,1.54,2
8.700099079769691,27.99,0.02,1.77,2
1.84,19.02,0.2,5.53,2
6.11,36.15,0.08,0.46,2
3.21,18.58,0.01,1.54,2
13.27,9.58,0.04,0.94,2
7.3,30.62,0.07,5.36,2
4.063382911498391,16.88,0.4756268213897278,5.762180907084674,2
4.42,22.24,0.04,5.53,2
2.92,27.51,0.03,1.54,2
5.31,21.52,0.0,2.39,2
9.62,17.83,0.01,1.31,2
16.04,6.85,0.03,0.62,2
4.15,19.7,0.02,4.31,2
27.02,10.02,0.02,3.88,2
10.9,13.76,0.18,4.5,2
14.08,16.11,0.17,4.5,2
5.68,25.22,0.01,2.65,2
22.04,9.73,0.02,3.88,2
21.20974086513168,10.02,0.02,3.88,2
6.45,29.94,0.01,1.54,2
3.88,25.78,0.01,4.43,2
3.21,18.58,0.01,1.54,2
13.27,9.11,0.05,0.94,2
16.04,14.0,0.02,0.94,2
3.47,27.99,0.03,1.77,2
17.86,20.06,0.27,4.17,2
6.325197708057432,26.8376005392806,0.0355998651798489,1.983201527961712,2
7.23,27.66,0.07,5.36,2
10.04,28.95,0.01,1.77,2
18.17,1.31,0.01,5.2,2
4.57,33.23,0.01,4.43,2
15.01,14.91,0.03,2.05,2
8.846810982937228,13.0297002662073,0.13,5.18,2
7.85,30.6,0.03,5.88,2
5.848982800374994,21.75,0.3745618289879064,1.77,2
12.7,18.02,0.04,2.05,2
11.85,14.91,0.17,4.5,2
3.85,19.7,0.02,4.31,2
7.85,11.88,0.12,5.18,2
18.17,1.78,0.01,5.2,2
19.89,1.46,0.0,5.2,2
3.74,16.49,0.05,4.96,2
10.2,7.41,0.25,14.27,2
7.23,28.62,0.07,5.36,2
5.45,32.73,0.03,0.46,2
3.13,20.6,0.01,4.43,2
6.384017920406412,14.8,0.01,2.39,2
7.23,28.62,0.07,5.36,2
14.0,10.53,0.01,0.3,2
3.57,24.62,0.08,2.5,2
14.6,21.52725172741134,0.04,2.05,2
11.37,14.91,0.18,4.84,2
8.65,27.51,0.01,1.31,2
7.48,13.21,0.11,5.53,2
6.64,27.47,0.03,5.88,2
25.04,5.24,0.0,4.9,2
5.24,25.65,0.01,2.39,2
7.48,27.47,0.03,5.88,2
5.24,26.09,0.01,2.65,2
4.42,22.68,0.01,4.74,2
3.01,18.96,0.01,1.54,2
10.61,7.24,0.25,15.13,2
12.84,15.51,0.22,4.84,2
4.966519851654695,26.53737657218556,0.01,2.233247841056865,2
6.3,18.53321339402,0.0487354971356755,1.54,2
6.866631909374209,21.62287216049861,0.04,0.46,2
6.43,21.91,0.04,1.47,2
4.19,23.87,0.01,1.54,2
4.52,32.7,0.01,4.43,2
1.84,29.23,0.26,5.53,2
8.65,30.44,0.01,1.54,2
5.43,27.47,0.03,4.84,2
5.31,17.46,0.01,2.39,2
14.74,17.74,0.03,0.94,2
8.65,28.95,0.02,1.77,2
2.39,34.47,0.01,4.5,2
7.0,26.11,0.03,1.77,2
6.92,28.47,0.37,1.54,2
11.06,14.62,0.2,4.5,2
3.61,17.81,0.01,2.91,2
8.76,29.23,0.03,5.88,2
6.8,17.13,0.07,5.36,2
6.3,20.53,0.0,1.77,2
16.2,23.38,0.04,2.05,2
9.52,27.51,0.01,1.77,2
6.73,15.49013186448915,0.07,5.36,2
7.6,27.47,0.03,5.88,2
3.27,18.96,0.01,1.54,2
19.5,1.46,0.0,5.2,2
9.03,28.95,0.02,1.31,2
3.97,23.11,0.01,4.43,2
6.3,31.54,0.03,5.88,2
4.977786639816357,22.31,0.01,2.39,2
8.74,26.57,0.01,1.54,2
9.22,31.46,0.02,1.31,2
2.55,28.34,0.02,5.18,2
4.13,29.68,0.03,4.84,2
4.35,18.52,0.02,3.17,2
6.8,22.26,0.06,5.36,2
4.55,24.75,0.01,1.54,2
2.8,30.6,0.03,5.18,2
7.16,33.56,0.02,1.77,2
7.83,25.65,0.01,1.54,2
3.61,17.11,0.01,3.17,2
4.09,16.49,0.05,4.96,2
10.16,12.94,0.16,4.5,2
3.05,28.34,0.03,5.18,2
13.28831515085288,24.28361905802615,0.0283307358361258,4.238221640953412,2
11.37,14.91,0.18,4.5,2
1.83,31.03,0.02,12.15,2
6.23,20.13,0.16,1.54,2
6.76,28.47,0.35,1.54,2
9.42,24.31,0.02,1.54,2
4.628992650719416,36.32706194393635,0.04,0.46,2
8.89,11.88,0.19,4.5,2
20.0,10.59,0.02,3.88,2
7.76,30.03,0.09,0.69,2
3.49,17.11,0.01,3.17,2
4.65,18.06,0.06,4.96,2
6.3,31.54,0.03,5.88,2
16.7042502420943,13.02,0.02,3.88,2
13.9,16.11,0.16,4.5,2
4.416702832228118,29.12,0.01,4.722964633178612,2
4.07,23.11,0.01,4.43,2
3.63,27.04,0.02,1.54,2
9.245834853170953,17.83,0.01,1.31,2
3.97,17.88,0.04,4.74,2
5.6,35.57,0.09,0.46,2
6.88,21.91,0.0,2.39,2
3.49,32.5,0.01,4.5,2
4.32,21.09,0.06,1.54,2
5.6,19.24,0.0,2.91,2
14.0,21.16,0.02,0.62,2
19.3,1.46,0.0,5.2,2
8.01,30.44,0.01,1.54,2
16.62,15.33,0.02,3.88,2
5.75,24.37,0.01,2.39,2
20.61000673424969,10.56099023533795,0.02,3.88,2
4.82,23.53,0.0,2.39,2
7.35,24.56,0.03,5.53,2
5.24,25.65,0.01,2.65,2
3.13,16.49,1.36e-09,5.3,2
5.99,20.82,0.02,2.5,2
9.44,12.4,0.2,4.5,2
15.76,4.06,0.0,4.9,2
7.23,30.11,0.07,5.36,2
15.16650412364576,13.88971804797489,0.01,0.3,2
2.55,33.97,0.03,5.53,2
13.5,19.36,0.04,2.05,2
13.72,9.22,0.08,0.0,2
5.83,21.91,0.0,2.91,2
18.35,1.46,0.01,5.2,2
5.24,26.09,0.01,2.65,2
3.58,28.95,0.02,1.77,2
3.61,17.81,0.01,3.17,2
3.88,16.77,0.03,5.36,2
7.16,29.45,0.02,1.54,2
3.37,18.96,0.01,1.31,2
2.25,18.06,0.02,4.63,2
13.27,9.58,0.04,1.27,2
15.77,6.85,0.03,0.94,2
5.31,23.12,0.01,2.39,2
4.647807830777175,17.27,0.0626079934914298,4.96,2
24.28921101047818,5.936912649697211,0.0348799363771137,7.695377758222975,2
4.61,18.88,0.01,3.17,2
6.99,12.67,0.11,5.53,2
4.52,32.17,0.01,4.43,2
6.183653709435859,21.13,0.0,2.65,2
13.9,16.42,0.04,2.34,2
4.73,34.32,0.01,4.43,2
5.6,25.22,0.01,2.65,2
4.907391622940553,17.27,0.0796273747057932,4.96,2
4.15,16.88,0.04,4.96,2
6.08,28.95,0.1,1.54,2
3.32,27.51,0.03,1.54,2
6.99,16.88,0.04,0.46,2
22.33117917431666,9.73,0.02,3.88,2
14.74,17.74,0.03,0.62,2
4.829663456050032,19.99,0.0,4.01,2
6.04,34.99,0.09,0.69,2
5.31,28.47,0.01,1.54,2
6.15,29.94,0.01,1.54,2
6.3,16.74,0.04,1.54,2
6.58,23.64,0.04,0.46,2
6.84,29.94,0.02,1.54,2
6.3,21.13,0.0,2.65,2
17.22,17.37,0.22,4.84,2
18.69,12.39,0.02,3.88,2
3.09,20.53746305853051,0.01,4.43,2
9.62,27.04,0.02,1.77,2
22.47,9.73,0.02,3.88,2
2.81,32.17,0.07,4.74,2
3.639998038712423,23.98,0.01,4.43,2
14.44869817166542,21.21765670899775,0.04,2.05,2
5.16,22.71,0.01,2.65,2
4.52,15.36,1.14e-07,5.3,2
7.16,28.62,0.07,5.36,2
4.42,19.21,0.06,1.54,2
2.23,32.5,0.02,5.53,2
3.85,18.52,0.02,3.44,2
2.77,32.7,0.07,4.74,2
6.01,27.99,0.39,1.54,2
11.75,24.1,0.03,4.31,2
5.91,21.52,0.0,2.91,2
13.27,9.11,0.05,0.94,2
13.64030729617717,11.62,0.03,2.05,2
4.30715105090264,24.31,0.01,1.54,2
14.74,18.86,0.02,0.62,2
6.11,25.52,0.04,3.99,2
2.23,34.47,0.02,5.53,2
9.07,5.53,0.15,16.47,2
6.67,13.33,0.06,5.36,2
6.63,18.16,0.01,2.15,2
16.62,13.02,0.02,3.88,2
14.82,16.42,0.17,4.84,2
8.37,28.95,0.02,1.77,2
3.83,24.87,0.01,4.43,2
13.01,15.51,0.2239340860358873,4.633758925220169,2
7.41,32.18,0.1,0.69,2
7.09,23.98,0.06,5.36,2
3.35,19.28,0.02,4.31,2
4.88,22.31,0.01,2.39,2
6.563613389759103,30.95,0.0157983262801121,1.406638495557421,2
5.16,26.53,0.01,2.39,2
4.75,18.52,0.01,2.39,2
6.63,21.52,0.0,2.39,2
4.49,24.75,0.01,1.54,2
5.16,20.36,0.0,3.72,2
15.4,24.56,0.04,2.34,2
2.92,18.96,0.01,1.54,2
2.97,28.78,0.03,5.18,2
15.35929088115308,18.02,0.18,4.554953160041859,2
24.76,9.46,0.02,3.88,2
2.63,18.46,0.02,4.63,2
18.69,11.77939859142656,0.02,3.88,2
14.8,8.99,0.03,2.34,2
6.63,21.91,0.0,2.39,2
5.86,21.75,0.190834654,1.77,2
33.18,6.84,0.03,3.88,2
4.43,24.31,0.01,1.54,2
3.37,19.74,0.01,1.54,2
3.35,16.11,2.16e-05,5.3,2
4.42,20.13,0.06,1.54,2
5.173836780565945,20.36,0.0,3.44,2
5.24,26.53,0.01,2.39,2
3.27,18.96,0.01,1.54,2
7.0,29.94,0.02,1.54,2
3.048028182430231,18.96,0.01,1.54,2
8.46,29.94,0.01,1.54,2
5.6,18.16,0.01,2.15,2
4.29,18.52,0.02,3.17,2
14.6,9.22,0.03,2.05,2
25.65063721628356,6.92031860814178,0.02,3.88,2
2.23,31.54,0.02,5.53,2
7.32,27.47,0.04,0.46,2
3.13,19.7,0.02,4.31,2
5.631908728510094,35.57,0.0717664408513745,0.46,2
9.132755149250016,28.95,0.02,1.31,2
7.41,30.44,0.25,1.54,2
13.72,15.81,0.17,4.84,2
8.23,11.62,0.17,4.84,2
14.4,21.13,0.04,2.05,2
14.26,14.05,0.03,2.34,2
5.31,13.91,0.15,5.64,2
9.728743533130958,22.80748706626192,0.0151782634824265,1.548200120191622,2
2.72,19.28,0.02,4.31,2
7.24,23.64,0.03,4.96,2
4.42,28.62,0.01,4.43,2
4.03,18.52,0.02,3.17,2
9.91,7.08,0.22,14.27,2
2.34,18.06,0.02,4.63,2
7.07,29.51,0.0996006867145079,0.46,2
9.22,28.95,0.02,1.31,2
6.94,20.6,0.06,5.36,2
6.46,14.8,0.01,2.39,2
7.3,30.62,0.07,5.36,2
4.59,28.77,0.04,1.54,2
4.95,20.36,0.0,4.01,2
6.63,18.52,0.01,2.15,2
3.47,21.84,0.01,4.43,2
5.04,17.66,0.06,4.96,2
3.08,16.49,0.300844477,5.3,2
13.51,9.11,0.05,0.94,2
6.38,33.03,0.02,4.17,2
8.65,27.99,0.02,1.77,2
4.36,28.62,0.01,4.43,2
5.53,18.16,0.01,2.39,2
5.12,18.02,0.08,2.11,2
4.616164377590827,31.98,0.02,1.54,2
3.21,19.74,0.01,1.54,2
6.268962911340729,21.11178866214716,0.0075329144999742,1.54,2
3.123182720213376,25.32,0.0496591360106687,4.734716608165367,2
6.87,27.9,0.03,5.88,2
2.34,18.87,0.02,4.31,2
7.76,30.03,0.1,0.46,2
6.54,14.8,0.01,2.39,2
4.86,27.04,0.06,1.54,2
4.03,18.16,0.0,2.39,2
19.62,10.59,0.02,3.88,2
7.23,30.11,0.07,5.36,2
5.24,17.81,0.01,2.15,2
4.49,24.75,0.01,1.54,2
13.77,18.96,0.02,3.88,2
6.63,21.52,0.0,2.15,2
20.2,10.88,0.02,3.88,2
3.58,29.45,0.02,1.54,2
5.09,21.91,0.0,2.39,2
6.22,20.74,0.0,2.65,2
7.15,23.18,0.04,0.46,2
6.23,33.56,0.02,4.17,2
8.76,11.88,0.16,4.5,2
7.15,23.18,0.04,0.46,2
10.04,29.88885294906804,0.01,1.77,2
5.02,22.71,0.0,2.39,2
9.62,5.83,0.16,16.47,2
8.4,33.85,0.0999753597454521,0.5752833629273002,2
7.24,26.11,0.02,2.02,2
7.76,20.97,0.03,4.31,2
2.55,22.61,0.07,5.18,2
4.91,16.88,0.007250804,5.99,2
4.58,16.11,0.053486053,6.34,2
20.92,2.96,0.0,4.9,2
3.79,21.75,0.01,1.54,2
6.805761379443796,32.26821648461973,0.09320787216799,0.69,2
8.31,32.73,0.1,0.69,2
13.75,22.35,0.02,0.62,2
3.881597999611675,29.94,0.0271274545807568,1.606068544642592,2
4.09,18.52,0.02,3.44,2
14.1,10.63,0.03,2.05,2
10.37,16.1,0.09,1.27,2
3.74,25.32,0.02,4.43,2
5.09,23.12,0.01,2.39,2
9.52,22.59,0.02,1.77,2
9.42400124831152,27.99,0.01,1.696400957038832,2
5.24,20.12,0.02,4.31,2
6.716396446193992,30.95,0.02,1.586588274997536,2
13.51,18.86,0.02,0.62,2
4.41,18.16,0.0,2.39,2
3.814161652335496,29.68,0.03,4.84,2
5.24,17.66,0.000683815,6.34,2
11.74536281334463,14.91,0.17,4.5,2
7.35,23.77,0.03,5.88,2
5.75,24.79,0.01,2.39,2
3.32,17.46,0.01,3.17,2
6.54,15.44,0.0,3.17,2
4.683007469982442,33.88923514150572,0.01,4.43,2
7.85,13.49,0.12,5.53,2
2.67,19.28,0.02,4.31,2
2.82,16.88,7.99e-10,5.3,2
8.89,29.68,0.03,5.88,2
31.9,5.64,0.02,3.88,2
6.06,26.9,0.02,2.16,2
6.84,34.65,0.02,1.77,2
10.61,5.39,0.16,12.64,2
12.30587657988008,15.21,0.19,4.5,2
3.42,26.57,0.02,1.54,2
4.52,32.37128100933959,0.01,4.43,2
5.96,29.34,0.04,1.73,2
7.481353084222881,28.51837960815817,0.03,5.88,2
6.3,21.13,0.0,2.65,2
5.16,20.36,0.0,3.72,2
2.15,30.14,0.02,5.18,2
5.55641778074667,34.82148208555379,0.0512835561493339,0.46,2
13.5,20.53,0.02,3.88,2
10.04,28.47,0.01,1.77,2
4.77,14.63,3.44e-09,5.3,2
20.9,1.772730866220441,0.1435609055183701,2.526733739967268,2
6.3,18.21,0.05,1.54,2
6.3,17.1,0.04,1.54,2
13.51,19.42,0.02,0.62,2
2.62,33.23,0.07,4.74,2
4.75,24.37,0.0,2.39,2
7.211094716231664,27.66,0.07,5.36,2
3.01,18.96,0.01,1.54,2
8.65,29.45,0.02,1.31,2
13.5,19.74,0.02,3.88,2
3.347158664633051,21.47369505723211,0.06,5.53,2
6.71,16.77,0.03,2.15,2
9.3,12.14,0.2,4.84,2
4.65,16.11,0.028460911,6.34,2
5.38,13.91,0.18,5.64,2
12.17,15.21,0.1755064328837064,4.5,2
16.39,6.75,0.12,0.04,2
8.19,22.17,0.01,1.31,2
7.97,13.21,0.12,5.18,2
4.77,16.49,0.013976579,5.99,2
13.72,15.81,0.17,4.5,2
4.75,18.88,0.01,3.17,2
6.3,28.34,0.03,5.53,2
5.91,21.91,0.0,3.17,2
15.01,11.88,0.03,2.34,2
15.01,11.88,0.03,2.34,2
10.4,6.75,0.23,14.69,2
13.66437727820032,19.42,0.02,0.62,2
5.02,26.53,0.01,2.39,2
3.65,23.98,0.01,4.43,2
28.27752210080243,7.113010451118695,0.02,3.88,2
15.0,18.29,0.03,0.62,2
9.34,23.56,0.09,1.27,2
5.816012649921161,29.26419535770599,0.01,1.77,2
3.902932702268817,26.71,0.04,4.74,2
5.31,17.11,0.01,2.39,2
14.3,20.41,0.04,2.05,2
6.61,30.95,0.01,1.54,2
7.48,12.94,0.11,5.53,2
7.58,20.97,0.03,4.31,2
9.42,27.04,0.01,1.77,2
7.401148118227793,5.889159217598472,0.1221341986346013,18.37106689315053,2
13.75,19.42,0.02,0.62,2
7.32,19.28,0.02,0.69,2
6.27,27.97,0.12,0.69,2
13.54,15.81,0.18,5.18,2
6.63,17.46,0.02,1.9,2
5.38,21.52,0.0,3.44,2
8.27021726517788,27.28777190379554,0.02,1.77,2
2.31,24.56,0.06,5.18,2
7.640005298189481,29.98664635694032,0.02,4.5,2
9.42,18.21,0.02,1.77,2
15.0,22.99,0.04,2.34,2
7.09,23.11,0.07,5.36,2
13.73664377359864,9.41972528318366,0.0411645282698436,0.1664377359863842,2
9.56,19.82,0.19,3.0,2
3.730494788625728,24.42,0.01,4.43,2
5.45,13.91,0.16,5.64,2
15.4,7.7,0.03,2.34,2
13.51,10.05,0.04,0.94,2
3.25,21.01,0.01,4.43,2
6.9226779656652,29.45,0.01,1.54,2
9.22,18.96,0.01,1.31,2
3.69,27.51,0.03,1.54,2
25.99,7.09,0.02,3.88,2
4.19,23.87,0.01,1.54,2
9.999156601722458,12.67,0.1707745284483959,4.5,2
15.8,24.56,0.05,2.34,2
2.936732324705724,21.04405948339873,0.0241914514161367,4.546369901612321,2
10.6,13.49,0.16,4.5,2
9.22,18.96,0.01,1.31,2
9.32,28.47,0.01,1.31,2
16.18,16.73,0.2,4.84,2
2.73,26.71,0.05,4.74,2
3.37,21.81,0.01,0.89,2
3.29,19.28,0.02,4.31,2
1.55,25.74,0.02,1.19,2
3.561153526195374,17.81,0.01,3.17,2
3.55,18.16,0.02,3.17,2
8.37,30.44,0.02,1.54,2
13.23,23.44,0.02,3.88,2
4.77,17.27,0.07,4.96,2
4.27,16.49,0.06,4.63,2
7.35,12.94,0.11,5.53,2
9.03,25.65,0.01,1.54,2
14.8,22.99,0.04,2.05,2
8.01,30.95,0.02,1.31,2
17.65,20.06,0.26,4.17,2
3.6,25.32,0.02,4.43,2
7.16,30.62,0.07,5.36,2
13.77,17.1,0.02,3.88,2
4.42,31.13,0.01,4.43,2
2.15,31.54,0.02,5.53,2
4.45,17.27,0.06,4.63,2
6.73,18.63,0.07,5.04,2
6.38,21.34,0.00681811,1.54,2
3.4,28.78,0.03,5.18,2
3.61,17.11,0.01,3.17,2
12.84,15.81,0.22,4.5,2
4.35,21.91,0.01,2.65,2
2.63,28.78,0.03,5.18,2
7.16,29.94,0.02,1.54,2
3.08,17.27,4.52e-10,5.3,2
12.8,9.58,0.06,1.27,2
12.34,15.21,0.19,4.5,2
10.13719811567892,28.95,0.01,1.763555666061525,2
18.69,11.77536245813691,0.02,3.88,2
2.67,16.49,8.69e-10,5.3,2
3.05,20.6,0.01,4.43,2
9.83,20.53,0.01,1.31,2
8.36,27.47,0.03,5.88,2
11.37,14.62,0.18,4.5,2
2.297217618718,18.06,0.02,4.63,2
8.84,27.51,0.01,1.31,2
4.55,24.31,0.01,1.54,2
2.98,18.46,0.02,4.63,2
7.07,21.84,0.03,4.31,2
3.83,25.78,0.02,4.43,2
3.01,18.96,0.01,1.54,2
5.45,22.71,0.01,2.65,2
8.461975856484173,18.57615227947819,0.01,1.31,2
2.69,29.12,0.06,4.74,2
24.06,3.5,0.0,4.9,2
5.665126833383189,28.40963951672151,0.1863551334729284,1.693644866527072,2
14.0,18.86,0.02,0.62,2
2.47,28.34,0.02,5.18,2
5.31,26.53,0.01,2.39,2
3.37,18.96,0.01,1.31,2
14.24,19.42,0.02,0.62,2
5.75,25.22,0.01,2.39,2
3.35,16.88,9.73e-10,5.3,2
8.84,26.57,0.01,1.31,2
24.76,6.84,0.02,3.88,2
5.53,18.52,0.01,2.39,2
8.74,27.51,0.01,1.31,2
7.16,26.11,0.02,1.77,2
2.34,18.87,0.02,4.31,2
7.75,29.94,0.02,1.77,2
9.16,12.14,0.2,4.84,2
4.396455542194711,20.12,0.02,4.31,2
6.881813337243679,22.50544001173104,0.06,5.36,2
3.29,17.27,0.267186432,5.3,2
4.465808146922093,21.91,0.01,2.65,2
3.74,23.11,0.01,4.43,2
9.742704408887406,22.17,0.01,1.31,2
5.525546467307758,18.16,0.01,2.15,2
19.32675024610748,1.330062684580606,0.0,5.2,2
16.82440687431502,9.072266836750911,0.12,0.02,2
6.53,23.77,0.04,4.84,2
6.63,19.61,0.01,2.15,2
4.55,31.98,0.02,1.54,2
18.85,6.13,0.15,0.02,2
8.46,28.47,0.02,1.77,2
16.25,4.06,0.0,5.2,2
8.19,25.2,0.02,1.77,2
4.08,29.94,0.02,1.77,2
8.65,26.11,0.01,1.54,2
25.25,9.46,0.02,3.88,2
8.5,32.73,0.1,0.69,2
7.24,29.94,0.02,1.54,2
7.85,34.41,0.1,0.69,2
13.27,9.58,0.04,0.94,2
3.05,28.78,0.03,5.53,2
2.51,23.11,0.03,4.43,2
16.62,12.7672486503572,0.02,3.88,2
7.404284802723848,26.11,0.02,1.77,2
4.03,21.13,0.01,2.65,2
4.88,19.99,0.0,4.01,2
4.97,20.12,0.02,4.31,2
13.75,22.95,0.02,0.0,2
8.1,26.2,0.03,5.88,2
4.367003169970298,29.86910531804681,0.01,4.43,2
20.2,10.59,0.02,3.88,2
8.1,26.11,0.01,1.31,2
6.87,19.41,0.07,5.04,2
6.3,33.56,0.02,4.17,2
6.30175230570293,19.28751375647527,0.07,1.792316515544548,2
7.67,32.73,0.04,0.23,2
2.0,32.98,0.18,5.53,2
3.88,24.87,0.01,4.43,2
13.54,15.81,0.17,4.5,2
15.59,12.4,0.03,2.05,2
7.49,29.94,0.23,1.54,2
6.63,17.81,0.02,1.9,2
1.84,20.06,0.23,5.18,2
2.29,18.06,0.02,4.63,2
18.08,20.06,0.3,4.17,2
4.13,13.27,0.06,22.61,2
5.32,28.34,0.03,4.84,2
2.23,34.98,0.02,5.53,2
5.58,29.94,0.02,1.54,2
1.84,19.71,0.23,5.18,2
13.54,15.81,0.18,4.5,2
7.76,31.09,0.1,0.46,2
13.01,15.51,0.22,4.5,2
3.74,23.98,0.01,4.43,2
4.3,30.17,0.03,2.16,2
10.79,12.98,0.09,1.27,2
14.41933598627922,14.29785597865657,0.03,2.34,2
13.75,19.42,0.02,0.62,2
1.84,19.36,0.23,5.18,2
16.84,8.19,0.03,0.62,2
3.92,26.24,0.01,4.74,2
4.16,18.52,0.01,2.39,2
7.72,29.68,0.03,5.88,2
10.14,27.51,0.01,1.54,2
6.73,18.25,0.06,5.04,2
9.218259128262504,25.43277792892788,0.014827157134936,1.428975385896472,2
23.83,3.45,0.03,1.47,2
2.92,27.51,0.03,1.54,2
6.15,25.64,0.05,1.82,2
18.54,1.78,0.01,5.2,2
5.22,31.07,0.03,5.53,2
2.39,34.98,0.01,4.5,2
5.31,18.16,0.01,2.39,2
2.98,16.11,1.49e-09,5.3,2
7.706214006840961,13.21,0.12,5.53,2
5.89,32.73,0.12,0.69,2
5.45,23.95,0.01,2.39,2
16.2,23.77,0.04,2.34,2
3.65,22.26,0.01,4.43,2
13.9,11.12,0.03,2.05,2
4.68,18.52,0.01,2.39,2
8.62,11.88,0.16,4.5,2
6.344179427043735,21.52,0.0,2.65,2
7.58,34.41,0.09,0.69,2
4.68,18.88,0.01,3.17,2
12.5,18.02,0.04,2.05,2
7.66,25.65,0.01,1.54,2
8.93,29.94,0.01,1.54,2
6.87,20.2,0.06,5.04,2
15.0,27.34,0.03,0.62,2
6.3,18.52,0.0,2.15,2
5.24,18.52,0.01,2.15,2
9.58,12.4,0.19,4.84,2
4.93419716988088,34.32,0.01,4.43,2
14.24,18.86,0.02,0.62,2
7.41,25.65,0.02,1.54,2
7.01,26.24,0.07,5.36,2
4.19,23.56892604615152,0.01,1.54,2
2.97,18.68,0.11,5.53,2
5.98,21.52,0.0,2.91,2
5.24,18.16,0.01,2.39,2
6.68,33.03,0.02,1.77,2
5.58,34.1,0.03,2.02,2
9.62,27.51,0.02,1.77,2
6.28,29.75,3.29e-10,1.51,2
19.21,5.39,0.15,0.02,2
14.26,15.21,0.03,2.34,2
7.644064073908254,26.47836842497246,0.0119919907614682,1.54,2
7.32,30.03,0.09,0.46,2
2.31,33.48,0.01,4.5,2
15.44295691792428,16.73,0.1826478458962142,4.749973239528715,2
14.8,22.61,0.04,2.05,2
3.74,23.11,0.01,4.43,2
14.74,11.49,0.01,0.3,2
14.49,25.42,0.02,0.62,2
14.1,9.91,0.03,2.05,2
4.31,30.95,0.02,1.54,2
4.36,29.12,0.01,4.43,2
6.15,33.56,0.02,4.17,2
5.09,20.36,0.0,3.72,2
7.85,13.21,0.12,5.53,2
16.39,9.41,0.12,0.0,2
5.86,28.34,0.03,5.88,2
5.31,18.46,3.39e-06,6.34,2
13.27,9.58,0.04,0.94,2
14.44,13.49,0.03,2.05,2
7.23,29.61,0.07,5.36,2
2.69,24.87,0.03,4.43,2
4.61,18.88,0.01,3.17,2
2.92,27.51,0.03,1.54,2
5.091713640709875,17.16811885538359,0.0821629888756603,4.873792877632265,2
14.05,16.74,0.02,3.88,2
7.67,32.73,0.09,0.69,2
14.08,15.81,0.17,4.5,2
6.73,15.7,0.07,5.04,2
7.16,30.62,0.07,5.36,2
3.08,19.28,0.02,4.31,2
