MQ2,MQ6,MQ7,MQ9,target
0.75,2.73,0.0,3.28,0
3.68,0.52,0.0,1.51,0
3.11,3.55,0.04,1.83,0
0.95,2.53,0.01,3.28,0
3.9,0.57,0.01,0.46,0
0.8,3.76,0.01,3.56,0
1.1,3.97,0.02,3.56,0
2.82,1.6,0.02,1.19,0
1.4,3.88,0.09,5.3,0
1.72,2.49,0.01,3.99,0
4.6,0.76,0.0,1.51,0
1.95,0.19,0.0,0.89,0
0.56,2.93,0.01,3.28,0
4.72,0.82,0.0,1.51,0
2.34,5.12,0.04,3.99,0
0.59,2.27,0.01,3.99,0
0.07,0.5,0.01,3.01,0
1.09,6.17,0.01,4.96,0
0.87,6.99,0.01,4.96,0
0.31,0.85,0.0,3.01,0
0.0,4.3,0.0,3.04,0
3.9,1.6,0.02,1.51,0
0.84,5.03,0.06,4.5,0
3.9,2.83,0.0,1.83,0
4.27,0.95,0.02,0.46,0
1.2,6.44,0.02,4.96,0
1.95,3.34,0.01,3.56,0
2.07,3.56,0.04,5.88,0
1.4,4.13,0.12,3.99,0
0.15,0.85,0.0,3.01,0
5.27,2.61,0.07,2.0,0
1.33,0.14,0.0,0.89,0
0.05,1.39,0.00635,3.56,0
3.11,0.76,0.01,1.19,0
0.33,2.53,0.0,3.28,0
0.41,0.67,0.0,3.01,0
1.48,0.14,0.0,0.89,0
2.23,3.87,0.05,5.88,0
0.05,1.39,0.008303939,3.56,0
1.05,2.53,0.01,3.56,0
4.73,1.66,0.01,0.46,0
4.78,0.89,0.0,1.51,0
4.48,0.7,0.0,1.51,0
1.24,4.13,0.13,5.3,0
6.43,1.92,0.0,1.83,0
3.94,3.26,0.03,0.46,0
1.02,2.53,0.01,3.56,0
4.63,2.88,0.1,0.46,0
5.42,1.59,0.08,0.95,0
1.48,7.49,0.0,0.89,0
1.48,1.45,0.01,0.95,0
2.08,2.7,0.03,1.47,0
0.75,2.53,0.01,3.28,0
1.16,6.44,0.01,4.96,0
1.02,6.44,0.01,4.96,0
1.91,0.19,0.0,0.89,0
0.95,2.53,0.01,3.56,0
1.33,2.81,0.17,5.53,0
0.29,2.14,0.0,3.28,0
6.5,2.09,0.01,1.83,0
0.21,0.85,0.03,3.28,0
2.64,0.2,0.04,0.95,0
4.19,1.45,0.04,1.21,0
1.7,4.19,0.01,4.43,0
1.76,4.13,0.07,3.99,0
2.77,2.7,0.03,1.21,0
1.51,0.2,0.01,0.71,0
0.19,0.85,0.01,3.01,0
1.67,0.14,0.0,0.89,0
1.6,3.41,0.05,4.31,0
1.67,5.55,0.01,1.21,0
1.41,0.14,0.0,0.89,0
1.65,3.26,0.01,0.95,0
7.58,0.71,0.0,2.39,0
1.61,5.78,0.01,5.04,0
0.97,2.14,0.02,4.14,0
2.51,4.19,0.02,4.43,0
1.85,5.38,0.11,5.3,0
1.07,2.33,0.0,3.28,0
4.27,0.52,0.02,0.46,0
0.94,5.64,0.01,4.96,0
4.05,2.36,0.02,1.01,0
0.94,5.9,0.01,4.96,0
0.05,0.5,0.0,3.01,0
3.02,0.7,0.01,1.19,0
7.58,0.56,0.0,2.39,0
3.0,1.88,0.14,0.46,0
1.52,0.14,0.0,0.89,0
2.02,5.08,0.01,3.56,0
5.42,2.27,0.1,1.21,0
4.59,3.66,0.601208807,0.71,0
0.9,2.53,0.01,3.56,0
0.29,1.02,0.0,3.56,0
1.07,3.13,0.01,3.56,0
1.24,5.64,4.83e-07,4.31,0
1.98,4.37,0.06,3.99,0
1.29,4.63,0.01,5.04,0
0.21,1.95,0.0,3.28,0
1.62,1.66,0.01,0.95,0
1.85,4.87,0.1,5.3,0
0.97,2.33,0.01,3.56,0
0.85,2.33,0.0,3.28,0
0.07,0.85,0.0,3.01,0
2.13,5.65,0.02,1.27,0
0.8,2.49,0.01,3.99,0
2.07,5.38,0.01,4.96,0
1.79,0.19,0.0,0.89,0
6.74,4.19,0.06,0.02,0
1.48,0.2,0.01,0.46,0
2.8,3.45,0.13,1.47,0
1.13,3.88,0.07,3.99,0
0.39,0.85,0.04,3.28,0
6.02,2.79,0.09,0.95,0
0.87,2.73,0.01,3.28,0
0.82,3.76,0.01,3.56,0
4.36,1.07,0.01,0.46,0
0.95,3.97,0.02,3.56,0
1.36,3.88,0.12,5.3,0
0.95,0.09,0.0,0.89,0
1.68,4.62,0.1,3.99,0
0.09,0.85,0.0,3.01,0
1.05,6.44,0.01,4.96,0
0.77,3.41,0.11,5.53,0
2.64,5.52,0.0,0.58,0
0.92,0.09,0.0,0.89,0
1.44,4.13,0.11,5.64,0
2.63,5.38,0.07,3.99,0
3.18,4.87,0.09,3.99,0
0.63,2.73,0.01,3.28,0
2.97,1.02,0.01,1.19,0
1.4,3.88,0.05,3.99,0
1.49,5.78,0.01,4.74,0
1.52,0.14,0.0,0.89,0
6.43,1.84,0.0,1.83,0
0.98,6.44,0.01,4.96,0
0.05,0.85,0.0,3.01,0
1.07,2.33,0.03,3.56,0
1.28,6.17,0.22,4.31,0
0.66,0.09,0.0,0.89,0
3.47,2.52,0.14,1.21,0
4.45,3.64,0.01,4.31,0
2.03,0.38,0.01,0.71,0
4.97,0.89,0.0,1.51,0
0.8,2.93,0.01,3.28,0
0.7,4.37,0.018802198,4.31,0
0.94,5.9,0.02,4.96,0
1.56,4.37,0.14,3.99,0
1.09,3.64,0.01,3.99,0
1.7,4.19,0.01,4.43,0
1.55,0.14,0.0,0.89,0
1.93,5.38,0.17,5.64,0
1.26,2.53,0.0,3.28,0
0.94,3.88,0.12,4.96,0
0.77,2.73,0.01,3.28,0
0.95,1.76,0.01,3.56,0
1.61,4.19,0.01,4.14,0
1.44,0.14,0.0,0.89,0
0.63,1.57,0.01,3.28,0
1.37,0.24,0.01,0.46,0
5.84,1.45,0.0,1.51,0
0.25,1.95,0.0,3.28,0
3.62,5.55,0.12,1.21,0
1.48,0.14,0.0,0.89,0
4.77,3.06,0.478,0.71,0
1.18,4.86,0.01,4.74,0
2.25,2.44,0.02,1.47,0
0.94,6.71,0.01,4.96,0
1.1,2.93,0.0,3.28,0
2.64,1.45,0.03,0.46,0
0.52,1.02,0.01,3.28,0
4.15,2.7,0.02,0.46,0
1.81,5.12,0.06,4.96,0
1.92,3.56,0.04,5.88,0
2.73,0.24,0.0,0.89,0
4.18,4.0,0.0,1.83,0
1.05,3.55,0.01,3.85,0
3.25,0.52,0.02,0.46,0
0.05,0.85,0.0,3.01,0
1.99,5.52,0.02,1.27,0
0.04,0.0,0.01,1.01,0
4.68,1.8,0.09,0.95,0
0.07,1.39,0.041932892,3.56,0
1.98,4.63,0.01,3.28,0
2.87,1.52,0.02,1.51,0
1.85,4.13,0.05,3.99,0
0.11,1.39,0.15595151,3.56,0
1.79,4.19,0.01,4.14,0
2.02,4.63,0.01,3.28,0
2.61,7.43,0.03,0.95,0
1.22,0.24,0.01,0.71,0
1.04,7.59,0.01,3.59,0
1.46,1.32,0.01,0.95,0
2.17,2.7,0.02,1.21,0
0.91,3.17,0.01,3.99,0
1.35,2.14,0.000323952,3.85,0
1.4,5.55,0.01,4.74,0
0.36,0.41,0.01,0.29,0
7.49,0.56,0.0,2.39,0
2.77,2.7,0.03,1.21,0
1.3,0.14,0.0,0.89,0
3.02,0.35,0.0,0.89,0
1.46,1.38,0.01,0.95,0
1.92,2.88,0.02,1.21,0
5.96,3.26,0.08,2.0,0
2.05,4.86,0.03,3.85,0
1.49,5.55,0.01,5.04,0
0.05,1.39,0.011913292,3.56,0
1.83,0.19,0.0,0.89,0
0.31,1.76,0.105429165,3.56,0
2.97,0.57,0.06,0.95,0
2.16,4.87,0.07,3.99,0
0.98,6.71,0.01,4.96,0
1.35,0.2,0.01,0.46,0
0.94,5.12,0.069701552,4.63,0
0.33,1.39,0.0,3.28,0
0.07,0.85,0.0,3.01,0
6.89,2.09,0.0,1.83,0
3.68,0.52,0.0,1.51,0
0.05,0.33,0.0,3.01,0
3.66,0.57,0.02,0.46,0
1.76,2.94,0.04,3.38,0
1.89,4.62,0.01,4.96,0
0.61,1.95,0.0,3.28,0
1.68,4.87,0.03,4.96,0
5.01,3.26,0.601208807,0.71,0
2.7,5.16,0.04,0.95,0
7.16,0.83,0.02,3.88,0
0.15,0.85,0.0,3.01,0
1.93,0.19,0.03,3.99,0
1.52,0.14,0.0,0.89,0
4.36,3.56,0.624830751,0.71,0
0.94,6.44,0.01,4.96,0
1.93,4.37,0.04,3.99,0
1.37,0.24,0.01,0.71,0
4.84,0.89,0.0,1.51,0
0.98,2.72,0.01,3.99,0
2.25,3.88,0.04,5.3,0
1.32,4.86,0.01,4.74,0
1.1,3.13,0.0,3.01,0
0.07,1.39,0.0957,3.28,0
3.74,0.52,0.0,1.51,0
1.4,4.41,0.03,3.56,0
1.28,0.29,0.01,0.46,0
4.63,2.88,0.06,0.46,0
1.4,3.88,0.03,3.99,0
0.9,1.76,0.0,3.28,0
6.08,2.79,0.0185,0.71,0
0.13,0.04,0.0,0.89,0
1.02,5.9,0.01,4.96,0
3.86,0.62,0.02,0.46,0
0.8,1.95,0.0,3.28,0
1.24,4.37,0.08,3.99,0
2.06,2.44,0.01,0.95,0
4.66,2.36,0.0,1.83,0
3.79,0.58,0.0,1.51,0
1.7,2.52,0.05,1.21,0
0.73,3.88,0.11,4.96,0
1.49,5.78,0.01,4.74,0
6.43,1.6,0.0,1.83,0
4.45,2.27,0.06,1.47,0
0.9,2.14,0.0,3.01,0
4.02,3.16,0.02,0.71,0
1.53,1.8,0.01,1.21,0
3.37,0.46,0.0,1.51,0
0.87,6.99,0.01,4.96,0
1.24,2.49,0.01,3.99,0
2.08,2.52,0.01,0.95,0
5.77,1.37,0.0,1.83,0
3.37,0.46,0.0,1.51,0
0.6,0.04,0.0,0.89,0
0.36,0.41,0.01,0.0,0
1.52,0.14,0.0,1.19,0
4.13,0.58,0.0,1.51,0
1.07,4.19,0.01,3.56,0
0.39,0.85,0.00269,3.28,0
4.66,0.76,0.0,1.51,0
2.2,4.87,0.06,3.99,0
0.66,3.41,0.11,4.96,0
5.01,2.61,0.07,1.73,0
4.13,0.58,0.0,1.51,0
1.52,3.34,0.02,3.56,0
1.13,4.37,0.02,4.96,0
3.06,3.02,0.04,1.83,0
1.13,2.93,0.0,3.01,0
0.35,2.33,0.0,3.28,0
0.57,0.09,0.0,0.89,0
1.7,5.16,0.01,0.95,0
3.28,6.23,0.06,1.21,0
2.37,1.59,0.03,0.46,0
1.52,0.14,0.0,0.89,0
1.98,3.34,0.0,3.28,0
1.6,4.62,0.07,3.99,0
3.5,0.62,0.02,0.46,0
0.91,2.96,0.17,5.53,0
1.46,5.31,0.01,4.74,0
2.58,5.12,0.15,4.31,0
0.68,2.73,0.0,3.28,0
0.63,2.49,0.01,3.99,0
0.43,2.33,0.0,3.28,0
1.13,1.76,0.0,3.56,0
4.82,2.11,0.01,0.46,0
4.78,0.82,0.0,1.83,0
0.91,2.94,0.01,3.99,0
1.51,1.59,0.01,0.95,0
0.63,0.09,0.0,0.89,0
2.31,4.52,0.05,5.88,0
2.08,2.44,0.01,0.95,0
4.73,2.52,0.07,1.73,0
3.57,1.09,0.02,1.19,0
0.66,0.09,0.0,0.89,0
5.99,1.3,0.0,1.83,0
1.0,1.76,0.01,3.28,0
1.07,2.73,0.01,3.28,0
7.4,0.71,0.0,2.39,0
1.43,3.13,0.0,3.01,0
0.92,3.97,0.01,3.56,0
2.34,0.38,0.04,0.95,0
3.0,1.95,0.22,0.46,0
0.54,2.73,0.0,3.28,0
1.7,5.95,0.01,0.95,0
1.52,5.12,0.12,5.3,0
0.8,1.39,0.02,3.28,0
4.01,1.45,0.02,1.19,0
1.16,3.41,0.01,3.99,0
1.8,2.03,0.02,0.95,0
3.08,4.37,0.11,3.99,0
0.66,0.09,0.0,0.89,0
2.23,4.19,0.05,5.88,0
1.0,4.41,0.01,5.04,0
3.78,1.8,0.02,0.95,0
1.49,6.02,0.01,4.74,0
1.68,4.87,0.09,5.3,0
3.78,3.26,0.01,0.71,0
0.8,3.88,0.017124106,4.31,0
0.31,2.33,0.0,3.28,0
0.46,2.72,0.01,3.99,0
1.53,1.8,0.01,0.95,0
0.73,2.93,0.01,3.28,0
0.76,3.17,0.01,3.99,0
0.63,2.27,0.01,3.69,0
1.91,0.19,0.0,0.89,0
0.69,0.85,0.02,6.01,0
2.73,0.41,0.0,1.19,0
1.26,0.24,0.01,0.46,0
0.7,4.37,0.017665555,4.31,0
1.65,2.44,0.01,0.95,0
4.1,0.84,0.01,0.46,0
0.23,2.14,0.0,3.28,0
1.36,3.88,0.04,3.99,0
1.67,0.14,0.0,0.89,0
1.37,5.31,0.01,4.74,0
2.83,1.73,0.08,1.21,0
2.86,0.89,0.01,9.05,0
3.84,2.45,0.03,0.75,0
0.74,0.85,0.02,5.65,0
1.13,6.17,0.01,4.96,0
0.72,0.09,0.0,0.89,0
1.44,3.64,0.01,3.99,0
0.29,2.33,0.0,3.28,0
2.8,2.03,0.31,0.46,0
0.8,3.88,0.07,4.96,0
1.16,3.88,0.06,3.99,0
0.0,1.2,0.0,3.28,0
1.75,2.44,0.05,0.95,0
1.55,0.14,0.0,0.89,0
2.22,0.29,0.03,0.71,0
4.06,1.95,0.03,0.95,0
1.6,2.61,0.01,0.95,0
1.24,4.37,0.02,4.96,0
2.39,4.62,0.09,5.3,0
1.4,2.27,0.01,3.99,0
4.92,2.88,0.02,0.46,0
1.02,5.64,0.02,4.96,0
1.64,3.64,0.08,4.31,0
2.97,1.88,0.12,0.46,0
4.01,0.58,0.0,1.51,0
2.83,2.52,0.12,0.46,0
1.64,4.37,0.07,3.99,0
0.87,1.2,0.01,3.28,0
3.5,2.45,0.04,0.75,0
1.67,1.59,0.01,0.95,0
0.75,0.09,0.0,0.89,0
0.0,0.0,0.0,0.0,0
0.11,0.33,0.0,3.01,0
0.09,0.85,0.0,3.01,0
0.54,3.34,0.01,3.28,0
1.48,1.95,0.01,0.95,0
3.37,1.09,0.01,1.19,0
2.7,2.03,0.24,0.46,0
0.05,0.33,0.0,3.01,0
1.28,3.64,0.01,3.99,0
1.09,4.87,0.19,5.3,0
3.9,1.52,0.02,1.19,0
0.33,2.53,0.0,3.28,0
0.92,0.14,0.0,0.89,0
1.26,2.53,0.01,3.28,0
1.95,2.35,0.03,0.95,0
1.91,0.19,0.0,1.19,0
0.66,0.09,0.0,0.89,0
1.67,3.06,0.01,0.95,0
0.19,0.67,0.03,3.01,0
6.28,1.45,0.0,1.83,0
3.32,6.37,0.08,1.21,0
1.41,0.19,0.0,0.89,0
0.37,0.85,0.0,3.01,0
0.13,1.39,0.007590577,3.85,0
0.63,0.85,0.02,6.01,0
2.7,1.45,0.03,0.46,0
0.61,2.73,0.0,3.28,0
1.53,1.66,0.01,0.95,0
0.49,2.72,0.01,3.99,0
2.43,5.38,0.05,3.99,0
1.29,5.31,0.01,4.74,0
1.49,5.78,0.01,4.74,0
2.25,5.12,0.07,3.99,0
4.23,1.59,0.05,1.21,0
3.79,0.52,0.0,1.51,0
0.7,2.33,0.01,3.56,0
3.62,1.45,0.02,0.95,0
1.6,0.33,0.01,0.71,0
1.49,3.76,0.02,3.28,0
0.07,1.39,0.0764,3.56,0
0.9,2.53,0.01,3.28,0
5.63,2.79,0.07,1.73,0
2.78,1.02,0.01,1.19,0
0.17,0.85,0.0,3.01,0
3.78,0.62,0.01,0.23,0
1.68,2.27,0.01,3.69,0
3.58,0.57,0.02,0.46,0
0.68,2.73,0.01,3.56,0
0.23,2.14,0.0,3.28,0
2.15,4.12,0.01,0.58,0
6.67,4.19,0.06,0.02,0
2.53,7.59,0.02,1.27,0
1.93,4.37,0.04,3.99,0
4.77,1.88,0.1,0.95,0
0.19,0.67,0.0,3.01,0
4.45,3.66,0.305198353,0.71,0
0.49,2.72,0.01,3.99,0
0.87,1.76,0.0,3.28,0
1.46,1.45,0.01,0.95,0
0.8,6.99,0.01,4.96,0
0.75,1.39,0.01,3.28,0
1.65,1.59,0.01,0.95,0
1.07,4.41,0.01,4.74,0
4.15,3.17,0.01,4.31,0
1.4,5.31,0.01,4.74,0
1.09,3.88,0.06,5.3,0
1.09,5.9,0.01,4.96,0
0.38,2.81,0.07,4.5,0
1.02,3.88,0.05,5.3,0
1.16,4.87,0.18,5.3,0
6.13,1.37,0.0,1.51,0
0.35,1.02,0.0,3.28,0
0.92,2.33,0.0,3.01,0
1.52,0.19,0.0,0.89,0
3.42,0.46,0.0,1.51,0
0.57,0.09,0.0,0.89,0
4.66,0.7,0.0,1.51,0
2.87,0.89,0.02,1.19,0
0.35,2.14,0.0,3.28,0
0.98,6.44,0.02,4.96,0
2.4,3.45,0.02,0.95,0
0.8,4.13,0.017665555,4.31,0
5.74,3.06,0.118,0.71,0
1.24,5.9,0.28,4.31,0
0.61,2.53,0.01,3.28,0
1.43,4.86,0.02,3.56,0
0.77,2.73,0.01,3.28,0
4.0,2.36,0.02,1.01,0
0.82,1.76,0.0,3.56,0
1.67,0.14,0.0,1.19,0
1.18,0.2,0.01,0.46,0
0.21,1.02,0.475,3.56,0
1.3,0.24,0.01,0.46,0
5.84,1.45,0.0,1.51,0
0.06,0.1,0.03,8.56,0
2.25,4.37,0.11,4.96,0
0.49,2.94,0.01,3.99,0
3.62,0.52,0.01,0.46,0
0.27,2.14,0.0,3.28,0
1.73,4.19,0.01,4.43,0
2.12,3.34,0.0,3.01,0
1.81,4.87,0.07,3.99,0
1.43,2.33,0.08,3.85,0
1.1,3.13,0.01,3.28,0
0.75,2.93,0.01,3.28,0
1.36,3.88,0.29,4.31,0
0.05,1.39,0.00598,3.28,0
0.8,4.87,0.061152146,4.63,0
0.75,1.95,0.005467352,3.56,0
0.15,1.02,0.266,3.56,0
0.05,1.39,0.0897,3.56,0
2.77,0.2,0.04,0.71,0
1.33,0.29,0.01,0.71,0
1.43,4.63,0.03,3.56,0
0.63,2.73,0.01,3.28,0
1.07,2.33,0.01,3.56,0
2.48,5.12,0.08,5.3,0
1.98,4.62,0.05,3.99,0
2.67,5.12,0.12,4.31,0
0.39,2.33,0.0,3.28,0
1.26,2.14,8.7e-07,4.14,0
1.09,6.17,0.002458892,4.31,0
2.46,4.73,0.01,0.58,0
1.36,4.87,0.17,5.3,0
4.07,0.58,0.0,1.51,0
3.47,1.3,0.03,1.51,0
0.8,2.14,0.0,3.28,0
1.32,4.37,0.02,3.99,0
3.79,0.52,0.0,1.51,0
1.64,4.37,0.11,5.64,0
3.0,5.95,0.08,1.21,0
4.39,3.64,0.01,4.31,0
5.84,1.37,0.0,1.51,0
1.28,0.24,0.01,0.46,0
0.76,4.13,0.017665555,4.31,0
4.97,0.89,0.0,1.51,0
2.14,2.7,0.01,0.95,0
4.32,2.7,0.03,0.46,0
0.06,0.21,0.05,8.56,0
2.54,4.41,0.01,0.0,0
0.94,5.64,0.01,4.96,0
0.15,0.85,0.0,3.01,0
3.02,3.44,0.05,1.83,0
0.07,1.39,0.0988,3.28,0
1.67,2.97,0.01,0.95,0
0.07,0.16,0.0,2.75,0
5.06,1.66,0.12,0.95,0
1.65,1.59,0.01,0.95,0
0.87,1.76,0.01,3.56,0
2.16,5.38,0.16,5.3,0
1.13,3.41,0.01,3.99,0
0.05,0.33,0.0,3.01,0
1.4,4.37,0.03,3.99,0
1.95,5.39,0.02,1.27,0
1.76,5.38,0.11,5.3,0
0.66,3.88,0.016599756,4.63,0
3.86,0.52,0.01,0.46,0
0.61,2.73,0.0,3.01,0
1.2,3.64,0.01,3.99,0
2.72,0.59,0.07,4.31,0
3.47,0.46,0.0,1.51,0
2.33,5.08,0.03,3.85,0
3.74,1.41,0.1,4.31,0
2.74,1.73,0.07,1.21,0
2.55,0.47,0.05,0.71,0
4.68,1.59,0.11,0.95,0
2.22,3.97,0.03,3.85,0
1.7,6.67,0.02,0.95,0
1.99,3.55,0.0,0.89,0
0.73,4.62,0.020650633,4.31,0
1.44,4.62,0.01,4.96,0
0.87,1.76,0.0,3.28,0
3.06,0.95,0.02,1.19,0
2.14,2.61,0.01,0.95,0
2.7,1.45,0.03,0.46,0
0.69,0.85,0.02,6.01,0
4.59,2.79,0.02,0.46,0
2.43,1.59,0.04,0.46,0
3.25,2.97,0.652343242,0.71,0
3.54,0.47,0.01,0.46,0
1.13,3.17,0.01,3.99,0
1.49,3.55,0.02,3.28,0
0.25,0.85,0.0,3.01,0
0.59,2.49,0.01,3.99,0
2.07,3.71,0.04,5.88,0
1.36,4.37,0.09,3.99,0
2.02,5.38,0.01,4.96,0
3.08,4.87,0.1,3.99,0
4.59,2.35,0.03,0.95,0
0.37,1.95,0.0,3.28,0
2.74,1.73,0.05,0.46,0
0.63,3.88,0.127,4.31,0
0.64,2.81,0.14,5.53,0
3.74,2.27,0.02,3.99,0
3.42,4.36,0.06,1.83,0
4.48,4.39,0.03,1.54,0
5.21,2.03,0.05,1.21,0
1.24,5.9,0.29,4.31,0
0.9,1.76,0.0,3.28,0
2.82,0.95,0.01,1.19,0
4.03,3.17,0.01,4.31,0
1.15,2.53,0.0,3.28,0
3.84,2.45,0.02,0.75,0
4.09,2.27,0.15,4.31,0
3.98,2.88,0.02,0.46,0
1.67,0.14,0.0,0.89,0
0.07,0.5,0.01,3.01,0
1.37,3.13,0.0,3.28,0
1.76,5.08,0.02,3.56,0
1.52,0.14,0.0,0.89,0
1.02,2.27,0.01,3.69,0
1.59,3.44,0.0,0.58,0
0.7,2.49,0.01,3.99,0
1.41,0.2,0.01,0.46,0
6.22,2.27,0.0,2.15,0
2.97,1.02,0.01,1.19,0
2.93,2.11,0.22,0.46,0
0.49,2.27,0.01,3.99,0
1.0,2.33,0.01,3.56,0
0.7,2.14,0.0,3.28,0
1.02,5.64,0.02,4.96,0
1.36,4.13,0.18,4.31,0
0.53,2.49,0.01,3.99,0
4.72,0.82,0.0,1.51,0
0.73,3.88,0.016091972,4.31,0
2.37,0.19,0.0,1.19,0
3.37,0.46,0.0,1.51,0
4.97,3.35,0.04,0.95,0
1.95,4.63,0.01,3.28,0
2.78,0.95,0.01,1.19,0
1.44,3.88,0.02,3.99,0
0.56,2.73,0.01,3.28,0
0.04,0.04,0.01,1.01,0
2.25,2.88,0.02,0.95,0
1.98,4.13,0.12,4.31,0
4.15,2.05,0.11,4.31,0
0.69,0.09,0.0,0.89,0
0.73,4.62,0.028289923,4.63,0
2.55,1.38,0.03,0.46,0
2.19,4.41,0.02,4.43,0
5.11,3.98,0.03,1.21,0
1.05,2.49,0.01,3.99,0
1.6,4.37,0.02,4.96,0
5.06,2.11,0.11,0.95,0
2.33,6.21,0.02,1.27,0
1.29,5.08,0.01,4.74,0
1.36,4.13,0.05,3.99,0
4.36,3.45,0.701819907,0.71,0
1.02,2.33,0.02,3.56,0
0.85,2.73,0.02,3.56,0
1.87,0.29,0.0,0.23,0
1.4,4.41,0.03,3.56,0
0.63,0.09,0.0,0.89,0
2.25,4.19,0.01,4.14,0
0.17,0.85,0.0,3.01,0
0.39,0.67,0.0,3.01,0
3.62,0.79,0.1,3.99,0
1.82,4.86,0.03,3.85,0
6.81,2.01,0.0,1.83,0
1.05,4.62,0.02,4.96,0
1.67,3.97,0.01,3.28,0
1.19,1.6,0.0,0.89,0
3.84,2.36,0.0,1.83,0
1.49,5.55,0.01,4.74,0
1.26,0.29,0.01,0.46,0
5.99,1.37,0.0,1.83,0
0.98,2.72,0.01,3.99,0
2.33,6.51,0.02,1.27,0
0.36,0.41,0.01,0.29,0
1.46,5.55,0.01,4.74,0
1.4,4.62,0.02,3.99,0
0.29,2.33,0.0,3.28,0
1.32,4.62,0.02,4.96,0
0.29,1.2,0.0,3.28,0
4.68,2.35,0.02,0.46,0
1.05,2.33,0.01,3.56,0
4.66,4.73,0.0,2.16,0
0.05,1.39,0.035877226,3.56,0
0.91,5.9,0.01,4.96,0
1.93,4.37,0.07,3.99,0
1.81,5.12,0.07,3.99,0
0.9,3.76,0.02,3.56,0
2.55,2.83,0.06,1.51,0
1.58,2.19,0.01,0.95,0
2.52,2.61,0.02,1.21,0
1.07,3.13,0.01,3.56,0
1.1,3.97,0.02,3.56,0
5.7,1.23,0.0,1.83,0
0.15,0.33,0.0,3.01,0
0.7,2.67,0.14,5.53,0
2.22,3.16,0.02,1.21,0
1.46,4.63,0.03,3.56,0
0.79,0.09,0.0,0.89,0
1.56,5.38,0.01,4.96,0
4.15,1.95,0.05,1.47,0
2.82,0.95,0.01,1.19,0
0.84,6.71,0.01,4.96,0
1.23,5.08,0.01,4.74,0
1.2,4.37,0.07,3.99,0
1.55,3.76,0.01,3.28,0
3.43,7.27,0.04,0.95,0
0.85,1.39,0.01,3.28,0
1.1,1.95,0.001779423,3.85,0
0.95,2.33,0.01,3.56,0
0.84,6.71,0.01,4.96,0
5.06,2.19,0.1,0.95,0
0.82,2.93,0.01,3.28,0
3.16,1.02,0.02,1.19,0
1.05,5.12,0.044226461,4.63,0
1.63,0.14,0.0,0.89,0
1.51,1.59,0.01,0.95,0
2.24,4.6,0.0,0.58,0
0.87,1.76,0.0,3.28,0
0.59,2.93,0.01,3.28,0
4.82,3.06,0.649442642,0.71,0
0.36,0.41,0.01,0.0,0
4.84,0.89,0.0,1.51,0
2.92,5.8,0.03,1.83,0
1.1,3.55,0.01,3.56,0
3.43,2.52,1.37,0.46,0
2.34,5.38,0.08,4.96,0
1.87,0.38,0.01,0.71,0
5.27,3.77,0.04,1.21,0
1.23,0.14,0.0,0.89,0
0.98,4.13,0.02,4.96,0
1.44,2.49,0.01,3.99,0
7.76,0.86,0.0,2.39,0
3.47,1.32,0.02,0.95,0
1.82,2.79,0.02,1.21,0
1.49,5.78,0.01,4.74,0
0.07,1.39,0.011913292,3.56,0
1.98,4.62,0.04,3.99,0
0.75,0.09,0.0,0.89,0
0.88,0.09,0.0,0.89,0
1.28,4.13,0.08,3.99,0
0.25,1.57,0.081491214,3.56,0
0.37,0.85,0.0,3.01,0
1.09,2.27,0.01,3.99,0
1.52,2.73,0.0,3.28,0
2.61,2.11,0.85,0.46,0
1.89,4.87,0.04,4.96,0
2.17,2.61,0.01,0.95,0
0.19,0.04,0.0,0.89,0
1.0,2.73,0.01,3.56,0
0.87,4.87,0.093824385,4.63,0
0.52,3.13,0.01,3.28,0
2.31,3.26,0.02,1.21,0
1.46,1.32,0.01,0.95,0
3.79,3.13,0.0,1.83,0
2.22,2.79,0.01,0.95,0
1.64,1.2,0.01,3.56,0
0.94,6.44,0.01,4.96,0
1.0,3.34,0.01,3.56,0
1.26,0.14,0.0,0.89,0
1.07,3.55,0.01,3.85,0
7.31,0.86,0.0,2.65,0
1.67,6.27,0.01,4.74,0
0.29,1.57,0.120040113,3.56,0
1.77,2.44,0.04,1.21,0
1.2,5.64,2.14e-05,4.31,0
0.53,2.49,0.01,3.69,0
3.42,0.46,0.0,1.51,0
0.61,2.93,0.01,3.28,0
1.2,6.17,0.01,4.96,0
0.75,0.09,0.0,0.89,0
1.32,4.13,0.12,4.96,0
0.03,1.39,0.025524504,3.56,0
2.87,1.88,0.1,0.46,0
0.72,0.09,0.0,0.89,0
0.19,1.57,0.069465827,3.56,0
3.78,0.62,0.01,0.46,0
1.6,5.12,0.05,4.96,0
1.85,4.13,0.1,4.96,0
3.82,0.47,0.09,0.95,0
1.26,0.14,0.0,0.89,0
2.02,4.41,0.03,4.14,0
3.21,2.97,0.627862942,0.71,0
1.02,2.33,0.01,3.56,0
1.72,5.12,0.15,5.64,0
0.82,2.53,0.02,3.56,0
2.97,2.03,0.12,0.46,0
2.67,0.47,0.05,0.71,0
1.15,4.41,0.01,4.74,0
4.06,0.73,0.01,0.46,0
1.4,4.37,0.07,4.96,0
5.37,3.56,0.854927606,0.95,0
0.13,0.67,0.0,3.01,0
4.54,1.66,0.08,0.95,0
1.64,2.49,0.01,3.99,0
